reconheci|verbo|passado|coletivo|substantivo|singular_masculino|ambulante|adjetivo|singular_masculino|em feira agroecológica|locucao_substantiva|locucao_substantiva_singular_feminina|produtiva|adjetivo|singular_feminino|Identificar tipos de coletivos que comercializam em feiras locais
mapeei|verbo|passado|grupo|substantivo|singular_masculino|comercial|adjetivo|singular_masculino|em feira livre|locucao_substantiva|locucao_substantiva_singular_feminina|regional|adjetivo|singular_feminino|Identificar tipos de coletivos que comercializam em feiras locais
mapeei|verbo|passado|grupo|substantivo|singular_masculino|comercial|adjetivo|singular_masculino|em feira solidária|locucao_substantiva|locucao_substantiva_singular_feminina|popular|adjetivo|singular_feminino|Identificar tipos de coletivos que comercializam em feiras locais
localizei|verbo|passado|rede|substantivo|singular_feminino|expositora|adjetivo|singular_feminino|em feira livre|locucao_substantiva|locucao_substantiva_singular_feminina|regional|adjetivo|singular_feminino|Identificar tipos de coletivos que comercializam em feiras locais
observei|verbo|passado|coletivo|substantivo|singular_masculino|expositor|adjetivo|singular_masculino|em feira solidária|locucao_substantiva|locucao_substantiva_singular_feminina|popular|adjetivo|singular_feminino|Identificar tipos de coletivos que comercializam em feiras locais
identifiquei|verbo|passado|coletivo|substantivo|singular_masculino|feirante|adjetivo|singular_masculino|em feira local|locucao_substantiva|locucao_substantiva_singular_feminina|comunitária|adjetivo|singular_feminino|Identificar tipos de coletivos que comercializam em feiras locais
localizei|verbo|passado|rede|substantivo|singular_feminino|expositora|adjetivo|singular_feminino|em feira urbana|locucao_substantiva|locucao_substantiva_singular_feminina|municipal|adjetivo|singular_feminino|Identificar tipos de coletivos que comercializam em feiras locais
identifiquei|verbo|passado|coletivo|substantivo|singular_masculino|feirante|adjetivo|singular_masculino|em feira agroecológica|locucao_substantiva|locucao_substantiva_singular_feminina|produtiva|adjetivo|singular_feminino|Identificar tipos de coletivos que comercializam em feiras locais
cataloguei|verbo|passado|iniciativa|substantivo|singular_feminino|vendedora|adjetivo|singular_feminino|em feira urbana|locucao_substantiva|locucao_substantiva_singular_feminina|municipal|adjetivo|singular_feminino|Identificar tipos de coletivos que comercializam em feiras locais
localizei|verbo|passado|rede|substantivo|singular_feminino|expositora|adjetivo|singular_feminino|em feira solidária|locucao_substantiva|locucao_substantiva_singular_feminina|popular|adjetivo|singular_feminino|Identificar tipos de coletivos que comercializam em feiras locais
